Work Order Spare Description,Work Order Spare ID,Estimated Quantity,Estimated Unit Cost,Actual Quantity,Work Order ID,UOMDescription,Account Code Name,Account Code Description,Job Code Major Description,Employee WOSpares,Spares Comment
"it is requested to repare pump, due to steam leaking on pump casing.1212",4115,2.0000000,1175.0000000,0.0000000,28443,Each,210108080000,Maintenance service-contracts,Maintenance service-contracts,1184,
Полотно ножовочное,3720,2.0000000,0.3000000,2.0000000,31596,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Size: 20"" (Size: 500mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",3709,2.0000000,48.9699000,2.0000000,31596,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
V-BELT XPA 2132 RB2047030932,3839,4.0000000,84.8930000,4.0000000,32510,Each,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Изолента ПВХ 19мм 20м черная ЭРА,3613,1.0000000,18.7565000,1.0000000,31088,Each,210109050000,Instrument Spares,Instrument Spares,,
Изолента ПВХ 19мм 20м черная ЭРА,3614,1.0000000,18.7565000,1.0000000,31089,Each,210109050000,Instrument Spares,Instrument Spares,,
Изолента ПВХ 19мм 20м черная ЭРА,3615,1.0000000,18.7565000,1.0000000,31090,Each,210109050000,Instrument Spares,Instrument Spares,,
"VG1FCBNH05] Size: 3/4"" (Size: 20mm) GATE VA FLGD, CS A105 HF(CoCr) TRIM - 13CR CL150 RF 125 AARH RP SLD WDG BB OS&Y-RS API-602 B16.5 EXPD-IN RING HW Size0.75",3761,1.0000000,0.0000000,1.0000000,27339,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"VG1FCBNH05] Size: 3/4"" (Size: 20mm) GATE VA FLGD, CS A105 HF(CoCr) TRIM - 13CR CL150 RF 125 AARH RP SLD WDG BB OS&Y-RS API-602 B16.5 EXPD-IN RING HW Size0.75",3762,1.0000000,0.0000000,1.0000000,27337,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,6*22мм",4740,10.0000000,0.6000000,10.0000000,34707,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",4280,30.8000000,3.5900000,30.8000000,34593,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",4283,15.6000000,3.5900000,15.6000000,34593,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный круг отрезной Т41, 14А 230x1.8x22мм",4152,5.0000000,0.8291000,5.0000000,34593,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,6*22мм",4153,5.0000000,0.6000000,5.0000000,34593,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газообразный, чистый LAR 5.0",4156,7.5000000,3.5800000,7.5000000,34593,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",4439,7.7500000,3.5900000,7.7500000,34593,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Перчатки КЩС тип 1 КИТАЙ,4161,2.0000000,1.2763000,2.0000000,34733,Pair,210106060000,Operating materials,Material Reservation,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4163,2.0000000,0.1000000,2.0000000,34739,Pair,210501070005,Protective clothing ,Material Reservation,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4164,52.0000000,0.1000000,52.0000000,34740,Pair,210106060000,Operating materials,Material Reservation,691,
"Tube union stainless steel 1/2""х1/2"" ASTM A-276 TP316 T/T W/FL NUT AND DOUBLE FERRULES / Трубное соединение, наржавеющая сталь",4165,3.0000000,15.3700000,3.0000000,34516,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,678,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4169,1.0000000,18.2400000,0.0000000,34743,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4170,1.0000000,0.1000000,1.0000000,34743,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4171,1.0000000,18.2400000,0.0000000,34744,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4172,1.0000000,0.1000000,1.0000000,34744,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4173,1.0000000,18.2400000,0.0000000,34745,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4174,1.0000000,0.1000000,0.0000000,34745,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4175,1.0000000,18.2400000,0.0000000,34746,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4176,1.0000000,0.1000000,1.0000000,34746,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4177,1.0000000,18.2400000,0.0000000,34747,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4178,1.0000000,0.1000000,1.0000000,34747,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4179,1.0000000,18.2400000,0.0000000,34748,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4180,1.0000000,0.1000000,1.0000000,34748,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4181,2.0000000,0.1000000,2.0000000,34749,Pair,210501070005,Protective clothing ,Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4182,1.0000000,18.2400000,0.0000000,34750,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4183,1.0000000,0.1000000,1.0000000,34750,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4184,1.0000000,18.2400000,0.0000000,34751,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4185,1.0000000,0.1000000,1.0000000,34751,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4186,2.0000000,0.1000000,2.0000000,34752,Pair,210501070005,Protective clothing ,Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4187,1.0000000,18.2400000,0.0000000,34753,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4188,1.0000000,0.1000000,1.0000000,34753,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Герметик Hylomar М 80 ML,3810,1.0000000,20.0000000,1.0000000,32171,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4189,2.0000000,0.1000000,2.0000000,34754,Pair,210501070005,Protective clothing ,Material Reservation,,
V-BELT XPA 2132 RB2047030932,3838,4.0000000,84.8930000,4.0000000,32509,Each,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4190,1.0000000,18.2400000,1.0000000,34757,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4191,1.0000000,0.1000000,1.0000000,34757,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4192,2.0000000,0.1000000,2.0000000,34762,Pair,210501070005,Protective clothing ,Material Reservation,,
"Абразивный отрезной круг Т41 d 125*1,6*22мм",3901,15.0000000,0.6000000,15.0000000,32937,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный круг отрезной Т41, 14А 230x1.8x22мм",3902,15.0000000,0.8291000,15.0000000,32937,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Шлифовальний круги 125x6.0 22.23 А 24 R BF 80.2,3903,15.0000000,0.9168000,15.0000000,32937,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4195,2.0000000,0.1000000,2.0000000,34764,Pair,210501070005,Protective clothing ,Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4193,1.0000000,18.2400000,0.0000000,34765,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4194,1.0000000,0.1000000,1.0000000,34765,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4198,2.0000000,0.1000000,2.0000000,34775,Pair,210501070005,Protective clothing ,Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4196,1.0000000,18.2400000,0.0000000,34776,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4197,1.0000000,0.1000000,1.0000000,34776,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4199,2.0000000,0.1000000,2.0000000,34777,Pair,210501070005,Protective clothing ,Material Reservation,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4200,2.0000000,0.1000000,2.0000000,34778,Pair,210501070005,Protective clothing ,Material Reservation,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4201,2.0000000,0.1000000,2.0000000,34779,Pair,210501070005,Protective clothing ,Material Reservation,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4202,2.0000000,0.1000000,2.0000000,34780,Pair,210501070005,Protective clothing ,Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4203,1.0000000,18.2400000,0.0000000,34781,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4204,1.0000000,0.1000000,1.0000000,34781,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4205,2.0000000,0.1000000,2.0000000,34782,Pair,210501070005,Protective clothing ,Material Reservation,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4206,2.0000000,0.1000000,2.0000000,34783,Pair,210501070005,Protective clothing ,Material Reservation,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4207,2.0000000,0.1000000,2.0000000,34784,Pair,210501070005,Protective clothing ,Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4208,1.0000000,18.2400000,0.0000000,34785,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4209,1.0000000,0.1000000,1.0000000,34785,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4210,1.0000000,18.2400000,0.0000000,34786,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4211,1.0000000,0.1000000,1.0000000,34786,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4212,1.0000000,18.2400000,0.0000000,34787,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4213,1.0000000,0.1000000,1.0000000,34787,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4214,1.0000000,18.2400000,0.0000000,34788,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4215,1.0000000,0.1000000,1.0000000,34788,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4216,1.0000000,18.2400000,0.0000000,34789,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4217,1.0000000,0.1000000,1.0000000,34789,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4218,1.0000000,18.2400000,0.0000000,34790,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4219,1.0000000,0.1000000,0.0000000,34790,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4220,1.0000000,18.2400000,0.0000000,34791,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4221,1.0000000,0.1000000,1.0000000,34791,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4222,1.0000000,18.2400000,0.0000000,34792,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,4223,1.0000000,0.1000000,1.0000000,34792,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",4224,1.0000000,18.2400000,0.0000000,34793,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
