Priority Matrix Answer ID,Priority Matrix Environmental Description,Environmental Risk Score,Priority Matrix Production Description,Production Risk Score,Priority Matrix Repair Cost Description,Repair Cost Risk Score,Priority Matrix Safety Description,Safety Risk Score
382,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
383,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
384,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
385,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
386,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
387,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
388,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
389,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
390,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
391,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
392,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
393,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
394,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
395,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
396,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
397,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
398,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
399,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
400,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
401,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
402,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
403,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
404,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
405,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
406,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
407,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
408,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
409,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
410,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
411,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
412,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
413,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
414,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
415,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
416,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
417,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
418,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
419,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
420,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
421,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
422,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
423,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
424,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
425,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
426,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
427,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
428,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
429,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
430,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
431,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
432,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
433,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
434,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
435,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
436,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
437,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
438,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
439,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
440,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
441,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
442,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
443,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
444,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
445,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
446,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
447,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
448,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
449,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
450,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
451,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
452,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
453,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
454,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
455,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
456,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
457,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
458,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
459,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
460,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
461,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
462,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
463,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
464,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
465,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
466,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
467,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
468,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
469,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
